H-H,N-N,O-H,O-C,C-H,N,O,C,C-O,O-O,H
3.371895802631052,0.0,0.0,0.0,22.02513115274244,0.0,0.0,36.85810519942594,0.0,0.0,2.0
0.0,0.0,0.0,41.72679381748005,0.0,0.0,73.51669471981023,36.85810519942594,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,147.03338943962046,36.85810519942594,81.4485626873953,27.14952089579843,0.0
0.6551027921791205,0.0,16.51928337108524,0.0,0.0,0.0,73.51669471981023,0.0,0.0,0.0,1.0
0.0,43.36359935574082,0.0,0.0,0.0,106.7174147996562,0.0,0.0,0.0,0.0,0.0
