C-H,C-H,C-H,C-H,C-O,C-O,H-H,H-H,H-H,H-H,H-H,H-H,N-N,O-C,O-H,O-H,O-O,C,H,H,H,H,N,N,O,O
18.108970888508956,18.108970888508956,18.108970888508956,18.108970888508956,0.0,0.0,0.9169662423201566,0.9411980922505935,0.9411980922505935,0.9411980922505935,0.9411980922505935,0.9169662423201566,0.0,0.0,0.0,0.0,0.0,36.85810519942594,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4200143373749,0.0,0.0,0.0,36.85810519942594,0.0,0.0,0.0,0.0,0.0,0.0,73.51669471981023,0.0
0.0,0.0,0.0,0.0,74.73348280853746,74.73348280853746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.69211740601203,36.85810519942594,0.0,0.0,0.0,0.0,0.0,0.0,73.51669471981023,73.51669471981023
0.0,0.0,0.0,0.0,0.0,0.0,0.8865193870557734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.19895803190531,24.19895803190531,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,73.51669471981023,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.93614246733696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3587073998281,53.3587073998281,0.0,0.0
