C-H,C-H.1,C-H.2,H-H,H-H.1,H-H.2,N-H,N-H.1,N-H.2,N-N,N-O,O-C,O-H,O-H.1,O-O,C,H,H.1,H.2,N,N.1,O,O.1,f_0,f_1,Ead
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.2595902322500745,1.460645364126882,2.7577697787
0.0,0.0,0.0,1.3565465580344211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.2595902322500745,1.460645364126882,0.2279910058
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.51669471981023,0.0,4.2595902322500745,1.460645364126882,4.4194963213000005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.171019436812482,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,73.51669471981023,0.0,4.2595902322500745,1.460645364126882,1.9011123446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.36617986509959,0.0,0.0,0.0,0.0,0.0,0.0,73.51669471981023,73.51669471981023,4.2595902322500745,1.460645364126882,4.9385929401999995
0.0,0.0,0.0,0.6551027921791205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25964168554262,8.25964168554262,0.0,0.0,0.5,0.5,0.0,0.0,0.0,73.51669471981023,0.0,4.2595902322500745,1.460645364126882,0.18943443200000004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.72679381748005,0.0,0.0,0.0,36.858105199425935,0.0,0.0,0.0,0.0,0.0,73.51669471981023,0.0,4.2595902322500745,1.460645364126882,1.6436699457
5.354656766501272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.858105199425935,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.2595902322500745,1.460645364126882,5.8601989231
5.836293438076023,5.836293438076023,0.0,0.6200073904880946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.858105199425935,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.2595902322500745,1.460645364126882,4.089668603500002
5.563746626978609,5.563748663029517,5.563748663029517,0.5353718341045013,0.5353718341045013,0.5353720300236634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.858105199425935,0.5,0.5,0.5,0.0,0.0,0.0,0.0,4.2595902322500745,1.460645364126882,2.0565197216
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.36359935574082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3587073998281,53.3587073998281,0.0,0.0,4.2595902322500745,1.460645364126882,0.5442250146000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.00660976649229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3587073998281,0.0,73.51669471981023,0.0,4.2595902322500745,1.460645364126882,3.3538194607
0.0,0.0,0.0,0.0,0.0,0.0,6.734460233012316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,53.3587073998281,0.0,0.0,0.0,4.2595902322500745,1.460645364126882,3.6837359589
0.0,0.0,0.0,0.6200073904880942,0.0,0.0,6.809009011088692,6.809009011088692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,53.3587073998281,0.0,0.0,0.0,4.2595902322500745,1.460645364126882,1.8481243985
0.0,0.0,0.0,0.6143783788865097,0.6143783788865097,0.6143781694233812,6.884387409288981,6.884388533221433,6.884388533221433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,53.3587073998281,0.0,0.0,0.0,4.2595902322500745,1.460645364126882,-0.4695734089
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-7.433100325270384,0.12773488467370198,-0.1101391879
0.0,0.0,0.0,1.3565465580344211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-7.433100325270384,0.12773488467370198,0.1036225191
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.171019436812482,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,73.51669471981023,0.0,-7.433100325270384,0.12773488467370198,-1.5349919906
0.0,0.0,0.0,0.6551027921791205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25964168554262,8.25964168554262,0.0,0.0,0.5,0.5,0.0,0.0,0.0,73.51669471981023,0.0,-7.433100325270384,0.12773488467370198,0.05808706609999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.858105199425935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.433100325270384,0.12773488467370198,5.381489570399999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.72679381748005,0.0,0.0,0.0,36.858105199425935,0.0,0.0,0.0,0.0,0.0,73.51669471981023,0.0,-7.433100325270384,0.12773488467370198,1.4671998792000005
5.354656766501272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.858105199425935,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-7.433100325270384,0.12773488467370198,3.131994925
5.836293438076023,5.836293438076023,0.0,0.6200073904880946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.858105199425935,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-7.433100325270384,0.12773488467370198,1.8924770525
5.563746626978609,5.563748663029517,5.563748663029517,0.5353718341045013,0.5353718341045013,0.5353720300236634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.858105199425935,0.5,0.5,0.5,0.0,0.0,0.0,0.0,-7.433100325270384,0.12773488467370198,0.6690673406000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3587073998281,0.0,0.0,0.0,-7.433100325270384,0.12773488467370198,2.0500070477000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.36359935574082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3587073998281,53.3587073998281,0.0,0.0,-7.433100325270384,0.12773488467370198,0.4688914049
